cod_modulo,id_ra,id_criterio,definicion
374,1,a,"Se han identificado la función, los elementos y las estructuras lógicas del servicio de directorio."
374,1,b,Se ha determinado y creado el esquema del servicio de directorio.
374,1,c,Se ha realizado la instalación del servicio de directorio en el servidor.
374,1,d,Se ha realizado la configuración y personalización del servicio de directorio.
374,1,e,Se ha integrado el servicio de directorio con otros servicios.
374,1,f,Se han aplicado filtros de búsqueda en el servicio de directorio.
374,1,g,Se ha utilizado el servicio de directorio como mecanismo de acreditación centralizada de los usuarios en una red.
374,1,h,Se ha realizado la configuración del cliente para su integración en el servicio de directorio.
374,1,i,Se han utilizado herramientas gráficas y comandos para la administración del servicio de directorio.
374,1,j,Se ha documentado la estructura e implantación del servicio de directorio.
374,2,a,"Se han descrito el concepto de proceso del sistema, tipos, estados y ciclo de vida."
374,2,b,Se han utilizado interrupciones y excepciones para describir los eventos internos del procesador.
374,2,c,"Se ha diferenciado entre proceso, hilo y trabajo."
374,2,d,"Se han realizado tareas de creación, manipulación y terminación de procesos."
374,2,e,Se ha utilizado el sistema de archivos como medio lógico para el registro e identificación de los procesos del sistema.
374,2,f,Se han utilizado herramientas gráficas y comandos para el control y seguimiento de los procesos del sistema.
374,2,g,"Se ha comprobado la secuencia de arranque del sistema, los procesos implicados y la relación entre ellos."
374,2,h,Se han tomado medidas de seguridad ante la aparición de procesos no identificados.
374,2,i,"Se han documentado los procesos habituales del sistema, su función y relación entre ellos."
374,3,a,Se han descrito las ventajas de la automatización de las tareas repetitivas en el sistema.
374,3,b,Se han utilizado los comandos del sistema para la planificación de tareas.
374,3,c,Se han establecido restricciones de seguridad.
374,3,d,Se han realizado planificaciones de tareas repetitivas o puntuales relacionadas con la administración del sistema.
374,3,e,Se ha automatizado la administración de cuentas.
374,3,f,Se han instalado y configurado herramientas gráficas para la planificación de tareas.
374,3,g,Se han utilizado herramientas gráficas para la planificación de tareas.
374,3,h,Se han documentado los procesos programados como tareas automáticas.
374,4,a,Se han descrito métodos de acceso y administración remota de sistemas.
374,4,b,Se ha diferenciado entre los servicios orientados a sesión y los no orientados a sesión.
374,4,c,Se han utilizado herramientas de administración remota suministradas por el propio sistema operativo.
374,4,d,Se han instalado servicios de acceso y administración remota.
374,4,e,Se han utilizado comandos y herramientas gráficas para gestionar los servicios de acceso y administración remota.
374,4,f,Se han creado cuentas de usuario para el acceso remoto.
374,4,g,Se han realizado pruebas de acceso y administración remota entre sistemas heterogéneos.
374,4,h,Se han utilizado mecanismos de encriptación de la información transferida.
374,4,i,Se han documentado los procesos y servicios del sistema administrados de forma remota.
374,5,a,Se ha descrito la funcionalidad de los sistemas y servidores de impresión.
374,5,b,Se han identificado los puertos y los protocolos utilizados.
374,5,c,Se han utilizado las herramientas para la gestión de impresoras integradas en el sistema operativo.
374,5,d,Se ha instalado y configurado un servidor de impresión en entorno Web.
374,5,e,Se han creado y clasificado impresoras lógicas.
374,5,f,Se han creado grupos de impresión.
374,5,g,Se han gestionado impresoras y colas de trabajos mediante comandos y herramientas gráficas.
374,5,h,Se han compartido impresoras en red entre sistemas operativos diferentes.
374,5,i,Se ha documentado la configuración del servidor de impresión y de las impresoras creadas.
374,6,a,Se ha identificado la necesidad de compartir recursos en red entre diferentes sistemas operativos.
374,6,b,Se han establecido niveles de seguridad para controlar el acceso del cliente a los recursos compartidos en red.
374,6,c,Se ha comprobado la conectividad de la red en un escenario heterogéneo.
374,6,d,Se ha descrito la funcionalidad de los servicios que permiten compartir recursos en red.
374,6,e,Se han instalado y configurado servicios para compartir recursos en red.
374,6,f,Se ha comprobado el funcionamiento de los servicios instalados.
374,6,g,Se ha trabajado en grupo para acceder a sistemas de archivos e impresoras en red desde equipos con diferentes sistemas operativos.
374,6,h,Se ha documentado la configuración de los servicios instalados.
374,7,a,Se han utilizado y combinado las estructuras del lenguaje para crear guiones.
374,7,b,Se han utilizado herramientas para depurar errores sintácticos y de ejecución.
374,7,c,Se han interpretado guiones de configuración del sistema operativo.
374,7,d,Se han realizado cambios y adaptaciones de guiones del sistema.
374,7,e,Se han creado y probado guiones de administración de servicios.
374,7,f,Se han creado y probado guiones de automatización de tareas.
374,7,g,Se han implantado guiones en sistemas libres y propietarios.
374,7,h,Se han consultado y utilizado librerías de funciones.
374,7,i,Se han documentado los guiones creados
375,1,a,Se han identificado y descrito escenarios en los que surge la necesidad de un servicio de resolución de nombres
375,1,b,Se han clasificado los principales mecanismos de resolución de nombres
375,1,c,"Se ha descrito la estructura, nomenclatura y funcionalidad de los sistemas de nombres jerárquicos"
375,1,d,Se han instalado y configurado servicios jerárquicos de resolución de nombres
375,1,e,Se ha preparado el servicio para reenviar consultas de recursos externos a otro servidor de nombres
375,1,f,Se ha preparado el servicio para almacenar y distribuir las respuestas procedentes de otros servidores
375,1,g,"Se han añadido registros de nombres correspondientes a una zona nueva, con opciones relativas a servidores de correo y alias"
375,1,h,Se han implementado soluciones de servidores de nombres en direcciones «ip» dinámicas
375,1,i,Se han realizado transferencias de zona entre dos o más servidores
375,1,j,Se han documentado los procedimientos de instalación y configuración
375,2,a,Se han reconocido los mecanismos automatizados de configuración de los parámetros de red y las ventajas que proporcionan
375,2,b,Se han ilustrado los procedimientos y pautas que intervienen en una solicitud de configuración de los parámetros de red
375,2,c,Se han instalado servidores de configuración de los parámetros de red
375,2,d,Se ha preparado el servicio para asignar la configuración básica a los equipos de una red local
375,2,e,Se han configurado asignaciones estáticas y dinámicas
375,2,f,Se han integrado en el servicio opciones adicionales de configuración
375,2,g,Se han documentado los procedimientos realizados
375,3,a,Se han descrito los fundamentos y protocolos en los que se basa el funcionamiento de un servidor Web
375,3,b,Se han instalado y configurado servidores Web
375,3,c,Se ha ampliado la funcionalidad del servidor mediante la activación y configuración de módulos
375,3,d,Se han creado y configurado sitios virtuales
375,3,e,Se han configurado los mecanismos de autenticación y control de acceso del servidor
375,3,f,Se han obtenido e instalado certificados digitales
375,3,g,Se han establecido mecanismos para asegurar las comunicaciones entre el cliente y el servidor
375,3,h,Se han realizado pruebas de monitorización del servicio
375,3,i,Se han analizado los registros del servicio para la elaboración de estadísticas y la resolución de incidencias
375,3,j,"Se ha elaborado documentación relativa a la instalación, configuración y recomendaciones de uso del servicio"
375,4,a,Se ha establecido la utilidad y modo de operación del servicio de transferencia de archivos
375,4,b,Se han instalado y configurado servidores de transferencia de archivos
375,4,c,Se han creado usuarios y grupos para acceso remoto al servidor
375,4,d,Se ha configurado el acceso anónimo
375,4,e,Se han establecido límites en los distintos modos de acceso
375,4,f,"Se ha comprobado el acceso al servidor, tanto en modo activo como en modo pasivo"
375,4,g,Se han realizado pruebas con clientes en línea de comandos y con clientes en modo gráfico
375,4,h,Se ha utilizado el navegador como cliente del servicio de transferencia de archivos
375,4,i,"Se ha elaborado documentación relativa a la instalación, configuración y recomendaciones de uso del servicio"
375,5,a,Se han descrito los diferentes protocolos que intervienen en el envío y recogida del correo electrónico
375,5,b,Se ha instalado y configurado un servidor de correo electrónico
375,5,c,Se han creado cuentas de usuario y verificado el acceso de las mismas
375,5,d,Se han establecido y aplicado métodos para impedir usos indebidos del servidor de correo electrónico
375,5,e,Se han instalado servicios para permitir la recogida remota del correo existente en los buzones de usuario
375,5,f,Se han usado clientes de correo electrónico para enviar y recibir correo desde las cuentas creadas en el servidor
375,5,g,Se han utilizado la firma digital y el correo cifrado
375,5,h,Se ha configurado el servidor de correo como un servicio seguro
375,5,i,"Se ha elaborado documentación relativa a la instalación, configuración y recomendaciones de uso del servicio"
375,6,a,"Se han descrito los servicios de mensajería instantánea, noticias y listas de distribución"
375,6,b,Se ha instalado y configurado el servicio de mensajería instantánea
375,6,c,Se han utilizado clientes gráficos y de texto de mensajería instantánea
375,6,d,Se ha instalado y configurado el servicio de noticias
375,6,e,Se ha instalado y configurado el servicio de listas de distribución
375,6,f,Se han determinado el tipo de lista y los modos de acceso permitidos
375,6,g,"Se han creado cuentas de usuario y verificado el acceso a los servicios de mensajería instantánea, noticias y listas de distribución"
375,6,h,"Se ha elaborado documentación relativa a la instalación, configuración y recomendaciones de uso de los servicios de mensajería instantánea, noticias y listas de distribución"
375,7,a,Se ha descrito la funcionalidad del servicio de audio
375,7,b,Se ha instalado y configurado un servidor de distribución de audio
375,7,c,Se ha instalado y configurado el cliente para el acceso al servidor de audio
375,7,d,Se han reconocido y utilizado formatos de audio digital
375,7,e,Se han utilizado herramientas de reproducción de audio en el cliente
375,7,f,Se han utilizado servicios de audio a través del navegador
375,7,g,Se han utilizado técnicas de sindicación y suscripción de audio
375,7,h,Se ha elaborado documentación relativa a la instalación y administración del servidor de audio
375,8,a,Se ha descrito la funcionalidad del servicio de vídeo
375,8,b,Se ha instalado y configurado un servidor de vídeo
375,8,c,Se ha configurado el cliente para el acceso al servidor de vídeo
375,8,d,Se han reconocido y utilizado formatos de compresión de vídeo digital
375,8,e,Se han utilizado técnicas de sindicación y suscripción de vídeo
375,8,f,Se han descrito las características y protocolos utilizados en el servicio de videoconferencia
375,8,g,Se han instalado y configurado herramientas gráficas para realizar videoconferencia
375,8,h,Se han utilizado herramientas gráficas y navegadores para realizar videoconferencias
375,8,i,Se ha elaborado documentación relativa a la instalación y administración del servidor de vídeo y del servicio de videoconferencia
376,1,a,Se ha identificado el software necesario para su funcionamiento.
376,1,b,Se han identificado las diferentes tecnologías empleadas.
376,1,c,Se han instalado y configurado servidores Web y de bases de datos.
376,1,d,Se han reconocido las posibilidades de procesamiento en los entornos cliente y servidor.
376,1,e,Se han añadido y configurado los componentes y módulos necesarios para el procesamiento de código en el servidor.
376,1,f,Se ha instalado y configurado el acceso a bases de datos.
376,1,g,Se ha establecido y verificado la seguridad en los accesos al servidor.
376,1,h,Se han utilizado plataformas integradas orientadas a la prueba y desarrollo de aplicaciones Web.
376,1,i,Se han documentado los procedimientos realizados.
376,2,a,Se ha valorado el uso y utilidad de los gestores de contenidos.
376,2,b,Se han clasificado según la funcionalidad principal del sitio Web que permiten gestionar.
376,2,c,Se han instalado diferentes tipos de gestores de contenidos.
376,2,d,"Se han diferenciado sus características (uso, licencia, entre otras)."
376,2,e,Se han personalizado y configurado los gestores de contenidos.
376,2,f,Se han activado y configurado los mecanismos de seguridad proporcionados por los propios gestores de contenidos.
376,2,g,Se han realizado pruebas de funcionamiento.
376,2,h,Se han publicado los gestores de contenidos.
376,3,a,Se han adaptado y configurado los módulos del gestor de contenidos.
376,3,b,Se han creado y gestionado usuarios con distintos perfiles.
376,3,c,Se han integrado módulos atendiendo a requerimientos de funcionalidad.
376,3,d,Se han realizado copias de seguridad de los contenidos.
376,3,e,Se han importado y exportado contenidos en distintos formatos.
376,3,f,Se han gestionado plantillas.
376,3,g,Se han integrado funcionalidades de sindicación.
376,3,h,Se han realizado actualizaciones.
376,3,i,Se han obtenido informes de acceso.
376,4,a,Se ha reconocido la utilidad de las aplicaciones de ofimática Web.
376,4,b,Se han clasificado según su funcionalidad y prestaciones específicas.
376,4,c,Se han instalado aplicaciones de ofimática Web.
376,4,d,Se han configurado las aplicaciones para integrarlas en una intranet.
376,4,e,Se han gestionado las cuentas de usuario.
376,4,f,Se han aplicado criterios de seguridad en el acceso de los usuarios.
376,4,g,Se han utilizado las aplicaciones de forma cooperativa.
376,4,h,Se ha elaborado documentación relativa al uso y gestión de las aplicaciones.
376,5,a,Se han identificado los lenguajes de guiones de servidor más relevantes.
376,5,b,Se ha reconocido la relación entre los lenguajes de guiones de servidor y los lenguajes de marcas utilizados en los clientes.
376,5,c,Se ha reconocido la sintaxis básica de un lenguaje de guiones concreto.
376,5,d,Se han utilizado estructuras de control del lenguaje.
376,5,e,Se han definido y utilizado funciones.
376,5,f,Se han utilizado formularios para introducir información.
376,5,g,Se han establecido y utilizado mecanismos para asegurar la persistencia de la información entre distintos documentos Web relacionados.
376,5,h,Se ha identificado y asegurado a los usuarios que acceden al documento Web.
376,5,i,Se ha verificado el aislamiento del entorno específico de cada usuario.
376,6,a,Se han identificado los sistemas gestores de bases de datos más utilizados en entornos Web.
376,6,b,Se ha verificado la integración de los sistemas gestores de bases de datos con el lenguaje de guiones de servidor.
376,6,c,Se ha configurado en el lenguaje de guiones la conexión para el acceso al sistema gestor de base de datos.
376,6,d,Se han creado bases de datos y tablas en el gestor utilizando el lenguaje de guiones.
376,6,e,Se ha obtenido y actualizado la información almacenada en bases de datos.
376,6,f,Se han aplicado criterios de seguridad en el acceso de los usuarios.
376,6,g,Se ha verificado el funcionamiento y el rendimiento del sistema.
376,7,a,Se ha identificado la estructura de directorios del gestor de contenidos.
376,7,b,"Se ha reconocido la funcionalidad de los ficheros que utiliza y su naturaleza (código, imágenes, configuración, entre otros)."
376,7,c,Se han seleccionado las funcionalidades que hay que adaptar e incorporar.
376,7,d,Se han identificado los recursos afectados por las modificaciones.
376,7,e,Se ha modificado el código de la aplicación para incorporar nuevas funcionalidades y adaptar otras existentes.
376,7,f,Se ha verificado el correcto funcionamiento de los cambios realizados.
376,7,g,Se han documentado los cambios realizados.
377,1,a,Se ha reconocido la utilidad y función de cada uno de los elementos de un sistema gestor de bases de datos.
377,1,b,Se han analizado las características de los principales sistemas gestores de bases de datos.
377,1,c,Se ha seleccionado el sistema gestor de bases de datos.
377,1,d,Se ha identificado el software necesario para llevar a cabo la instalación.
377,1,e,Se ha verificado el cumplimiento de los requisitos hardware.
377,1,f,Se han instalado sistemas gestores de bases de datos.
377,1,g,Se ha documentado el proceso de instalación.
377,1,h,Se ha interpretado la información suministrada por los mensajes de error y ficheros de registro.
377,1,i,Se han resuelto las incidencias de la instalación.
377,1,j,Se ha verificado el funcionamiento del sistema gestor de bases de datos.
377,2,a,Se han descrito las condiciones de inicio y parada del sistema gestor.
377,2,b,Se ha seleccionado el motor de base de datos.
377,2,c,Se han asegurado las cuentas de administración.
377,2,d,Se han configurado las herramientas y software cliente del sistema gestor.
377,2,e,Se ha configurado la conectividad en red del sistema gestor.
377,2,f,Se han definido las características por defecto de las bases de datos.
377,2,g,"Se han definido los parámetros relativos a las conexiones (tiempos de espera, número máximo de conexiones, entre otros)."
377,2,h,Se ha documentado el proceso de configuración.
377,3,a,Se han creado vistas personalizadas para cada tipo de usuario.
377,3,b,Se han creado sinónimos de tablas y vistas.
377,3,c,Se han definido y eliminado cuentas de usuario.
377,3,d,Se han identificado los privilegios sobre las bases de datos y sus elementos.
377,3,e,Se han agrupado y desagrupado privilegios.
377,3,f,Se han asignado y eliminado privilegios a usuarios.
377,3,g,Se han asignado y eliminado grupos de privilegios a usuarios.
377,3,h,Se ha garantizando el cumplimiento de los requisitos de seguridad.
377,4,a,Se ha reconocido la importancia de automatizar tareas administrativas.
377,4,b,Se han descrito los distintos métodos de ejecución de guiones.
377,4,c,Se han identificado las herramientas disponibles para redactar guiones.
377,4,d,Se han definido y utilizado guiones para automatizar tareas.
377,4,e,Se han identificado los eventos susceptibles de activar disparadores.
377,4,f,Se han definido disparadores.
377,4,g,Se han utilizado estructuras de control de flujo.
377,4,h,Se han adoptado medidas para mantener la integridad y consistencia de la información.
377,5,a,Se han identificado las herramientas de monitorización disponibles para el sistema gestor.
377,5,b,Se han descrito las ventajas e inconvenientes de la creación de índices.
377,5,c,Se han creado índices en tablas y vistas.
377,5,d,Se ha optimizado la estructura de la base de datos.
377,5,e,Se han optimizado los recursos del sistema gestor.
377,5,f,Se ha obtenido información sobre el rendimiento de las consultas para su optimización.
377,5,g,Se han programado alertas de rendimiento.
377,5,h,Se han realizado modificaciones en la configuración del sistema operativo para mejorar el rendimiento del gestor.
377,6,a,Se ha reconocido la utilidad de las bases de datos distribuidas.
377,6,b,Se han descrito las distintas políticas de fragmentación de la información.
377,6,c,Se ha implantado una base de datos distribuida homogénea.
377,6,d,Se ha creado una base de datos distribuida mediante la integración de un conjunto de bases de datos preexistentes.
377,6,e,Se ha configurado un «nodo» maestro y varios «esclavos» para llevar a cabo la replicación del primero.
377,6,f,Se ha configurado un sistema de replicación en cadena.
377,6,g,Se ha comprobado el efecto de la parada de determinados nodos sobre los sistemas distribuidos y replicados.
378,1,a,"Se ha valorado la importancia de asegurar la privacidad, coherencia y disponibilidad de la información en los sistemas informáticos."
378,1,b,Se han descrito las diferencias entre seguridad física y lógica.
378,1,c,"Se han clasificado las principales vulnerabilidades de un sistema informático, según su tipología y origen."
378,1,d,Se ha contrastado la incidencia de las técnicas de ingeniería social en los fraudes informáticos.
378,1,e,Se han adoptado políticas de contraseñas.
378,1,f,Se han valorado las ventajas que supone la utilización de sistemas biométricos.
378,1,g,Se han aplicado técnicas criptográficas en el almacenamiento y transmisión de la información.
378,1,h,"Se ha reconocido la necesidad de establecer un plan integral de protección perimetral, especialmente en sistemas conectados a redes públicas."
378,1,i,Se han identificado las fases del análisis forense ante ataques a un sistema.
378,2,a,Se han clasificado los principales tipos de amenazas lógicas contra un sistema informático.
378,2,b,"Se ha verificado el origen y la autenticidad de las aplicaciones instaladas en un equipo, así como el estado de actualización del sistema operativo."
378,2,c,"Se han identificado la anatomía de los ataques más habituales, así como las medidas preventivas y paliativas disponibles."
378,2,d,"Se han analizado diversos tipos de amenazas, ataques y software malicioso, en entornos de ejecución controlados."
378,2,e,Se han implantado aplicaciones específicas para la detección de amenazas y la eliminación de software malicioso.
378,2,f,"Se han utilizado técnicas de cifrado, firmas y certificados digitales en un entorno de trabajo basado en el uso de redes públicas."
378,2,g,Se han evaluado las medidas de seguridad de los protocolos usados en redes inalámbricas.
378,2,h,Se ha reconocido la necesidad de inventariar y controlar los servicios de red que se ejecutan en un sistema.
378,2,i,Se han descrito los tipos y características de los sistemas de detección de intrusiones.
378,3,a,Se han descrito escenarios típicos de sistemas con conexión a redes públicas en los que se precisa fortificar la red interna.
378,3,b,"Se han clasificado las zonas de riesgo de un sistema, según criterios de seguridad perimetral."
378,3,c,Se han identificado los protocolos seguros de comunicación y sus ámbitos de utilización.
378,3,d,Se han configurado redes privadas virtuales mediante protocolos seguros a distintos niveles.
378,3,e,Se ha implantado un servidor como pasarela de acceso a la red interna desde ubicaciones remotas.
378,3,f,Se han identificado y configurado los posibles métodos de autenticación en el acceso de usuarios remotos a través de la pasarela.
378,3,g,"Se ha instalado, configurado e integrado en la pasarela un servidor remoto de autenticación."
378,4,a,"Se han descrito las características, tipos y funciones de los cortafuegos."
378,4,b,Se han clasificado los niveles en los que se realiza el filtrado de tráfico.
378,4,c,Se ha planificado la instalación de cortafuegos para limitar los accesos a determinadas zonas de la red.
378,4,d,Se han configurado filtros en un cortafuegos a partir de un listado de reglas de filtrado.
378,4,e,"Se han revisado los registros de sucesos de cortafuegos, para verificar que las reglas se aplican correctamente."
378,4,f,"Se han probado distintas opciones para implementar cortafuegos, tanto software como hardware."
378,4,g,Se han diagnosticado problemas de conectividad en los clientes provocados por los cortafuegos.
378,4,h,"Se ha elaborado documentación relativa a la instalación, configuración y uso de cortafuegos."
378,5,a,"Se han identificado los tipos de «proxy», sus características y funciones principales."
378,5,b,Se ha instalado y configurado un servidor «proxy-cache».
378,5,c,Se han configurado los métodos de autenticación en el «proxy».
378,5,d,Se ha configurado un «proxy» en modo transparente.
378,5,e,Se ha utilizado el servidor «proxy» para establecer restricciones de acceso Web.
378,5,f,Se han solucionado problemas de acceso desde los clientes al «proxy».
378,5,g,"Se han realizado pruebas de funcionamiento del «proxy», monitorizando su actividad con herramientas gráficas."
378,5,h,Se ha configurado un servidor «proxy» en modo inverso.
378,5,i,"Se ha elaborado documentación relativa a la instalación, configuración y uso de servidores «proxy»."
378,6,a,Se han analizado supuestos y situaciones en las que se hace necesario implementar soluciones de alta disponibilidad.
378,6,b,Se han identificado soluciones hardware para asegurar la continuidad en el funcionamiento de un sistema.
378,6,c,Se han evaluado las posibilidades de la virtualización de sistemas para implementar soluciones de alta disponibilidad.
378,6,d,Se ha implantado un servidor redundante que garantice la continuidad de servicios en casos de caída del servidor principal.
378,6,e,Se ha implantado un balanceador de carga a la entrada de la red interna.
378,6,f,Se han implantado sistemas de almacenamiento redundante sobre servidores y dispositivos específicos.
378,6,g,Se ha evaluado la utilidad de los sistemas de «clusters» para aumentar la fiabilidad y productividad del sistema.
378,6,h,Se han analizado soluciones de futuro para un sistema con demanda creciente.
378,6,i,Se han esquematizado y documentado soluciones para diferentes supuestos con necesidades de alta disponibilidad.
378,7,a,Se ha descrito la legislación sobre protección de datos de carácter personal.
378,7,b,Se ha determinado la necesidad de controlar el acceso a la información personal almacenada.
378,7,c,Se han identificado las figuras legales que intervienen en el tratamiento y mantenimiento de los ficheros de datos.
378,7,d,Se ha contrastado el deber de poner a disposición de las personas los datos personales que les conciernen.
378,7,e,Se ha descrito la legislación actual sobre los servicios de la sociedad de la información y comercio electrónico.
378,7,f,Se han contrastado las normas sobre gestión de seguridad de la información.
378,7,g,Se ha comprendido la necesidad de conocer y respetar la normativa legal aplicable.
486,1,a,Se han utilizado clases para la gestión de ficheros y directorios.
486,1,b,Se han valorado las ventajas y los inconvenientes de las distintas formas de acceso.
486,1,c,Se han utilizado clases para recuperar información almacenada en ficheros.
486,1,d,Se han utilizado clases para almacenar información en ficheros.
486,1,e,Se han utilizado clases para realizar conversiones entre diferentes formatos de ficheros.
486,1,f,Se han previsto y gestionado las excepciones.
486,1,g,Se han probado y documentado las aplicaciones desarrolladas.
486,2,a,Se han valorado las ventajas e inconvenientes de utilizar conectores.
486,2,b,Se han utilizado gestores de bases de datos embebidos e independientes.
486,2,c,Se ha utilizado el conector idóneo en la aplicación.
486,2,d,Se ha establecido la conexión.
486,2,e,Se ha definido la estructura de la base de datos.
486,2,f,Se han desarrollado aplicaciones que modifican el contenido de la base de datos.
486,2,g,Se han definido los objetos destinados a almacenar el resultado de las consultas.
486,2,h,Se han desarrollado aplicaciones que efectúan consultas.
486,2,i,Se han eliminado los objetos una vez finalizada su función.
486,2,j,Se han gestionado las transacciones.
486,2,k,Se han ejecutado procedimientos almacenados en la base de datos.
486,3,a,Se ha instalado la herramienta ORM.
486,3,b,Se ha configurado la herramienta ORM.
486,3,c,Se han definido configuraciones de mapeo.
486,3,d,Se han aplicado mecanismos de persistencia a los objetos.
486,3,e,Se han desarrollado aplicaciones que modifican y recuperan objetos persistentes.
486,3,f,Se han desarrollado aplicaciones que realizan consultas usando el lenguaje SQL.
486,3,g,Se han gestionado las transacciones.
486,4,a,Se han identificado las ventajas e inconvenientes de las bases de datos que almacenan objetos.
486,4,b,Se han establecido y cerrado conexiones.
486,4,c,Se ha gestionado la persistencia de objetos simples.
486,4,d,Se ha gestionado la persistencia de objetos estructurados.
486,4,e,Se han desarrollado aplicaciones que realizan consultas.
486,4,f,Se han modificado los objetos almacenados.
486,4,g,Se han gestionado las transacciones.
486,4,h,Se han probado y documentado las aplicaciones desarrolladas.
486,5,a,Se han valorado las ventajas e inconvenientes de utilizar bases de datos documentales nativas.
486,5,b,Se ha establecido la conexión con la base de datos.
486,5,c,Se han desarrollado aplicaciones que efectúan consultas sobre el contenido de la base de datos.
486,5,d,Se han añadido y eliminado colecciones de la base de datos.
486,5,e,"Se han desarrollado aplicaciones para añadir, modificar y eliminar documentos de la base de datos."
486,6,a,Se han valorado las ventajas e inconvenientes de utilizar programación orientada a componentes.
486,6,b,Se han identificado herramientas de desarrollo de componentes.
486,6,c,Se han programado componentes que gestionan información almacenada en ficheros.
486,6,d,Se han programado componentes que gestionan mediante conectores información almacenada en bases de datos.
486,6,e,Se han programado componentes que gestionan información usando mapeo objeto relacional.
486,6,f,Se han programado componentes que gestionan información almacenada en bases de datos objeto relacionales y orientadas a objetos.
486,6,g,Se han programado componentes que gestionan información almacenada en una base de datos documental nativa.
486,6,h,Se han probado y documentado los componentes desarrollados.
486,6,i,Se han integrado los componentes desarrollados en aplicaciones.
488,1,a,Se han analizado las herramientas y librerías disponibles para la generación de interfaces gráficos.
488,1,b,Se ha creado un interfaz gráfico utilizando las herramientas de un editor visual.
488,1,c,Se han utilizado las funciones del editor para ubicar los componentes del interfaz.
488,1,d,Se han modificado las propiedades de los componentes para adecuarlas a las necesidades de la aplicación.
488,1,e,Se ha analizado el código generado por el editor visual.
488,1,f,Se ha modificado el código generado por el editor visual.
488,1,g,Se han asociado a los eventos las acciones correspondientes.
488,1,h,Se ha desarrollado una aplicación que incluye el interfaz gráfico obtenido.
488,2,a,Se han identificado las herramientas disponibles para el aprendizaje automático relacionadas con las interfaces de usuario.
488,2,b,Se ha creado una interfaz natural de usuario utilizando las herramientas disponibles.
488,2,c,Se ha utilizado el reconocimiento de voz para implementar acciones en las interfaces naturales de usuario.
488,2,d,Se ha incorporado la detección del movimiento del cuerpo para implementar acciones en las interfaces naturales de usuario.
488,2,e,Se han integrado elementos de detección de partes del cuerpo para implementar acciones en las interfaces naturales de usuario.
488,2,f,Se ha integrado la realidad aumentada en los interfaces de usuario.
488,3,a,Se han identificado las herramientas para diseño y prueba de componentes.
488,3,b,Se han creado componentes visuales.
488,3,c,Se han definido sus métodos y propiedades con asignación de valores por defecto.
488,3,d,Se han determinado los eventos a los que debe responder el componente y se les han asociado las acciones correspondientes.
488,3,e,Se han realizado pruebas unitarias sobre los componentes desarrollados.
488,3,f,Se han documentado los componentes creados.
488,3,g,Se han empaquetado componentes.
488,3,h,Se han programado aplicaciones cuyo interfaz gráfico utiliza los componentes creados.
488,4,a,Se han identificado los principales estándares de usabilidad y accesibilidad.
488,4,b,Se ha valorado la importancia del uso de estándares para la creación de interfaces.
488,4,c,Se han creado diferentes tipos de menús cuya estructura y contenido siguen los estándares establecidos.
488,4,d,"Se han distribuido las acciones en menús, barras de herramientas, botones de comando, entre otros, siguiendo un criterio coherente."
488,4,e,Se han distribuido adecuadamente los controles en la interfaz de usuario.
488,4,f,Se ha utilizado el tipo de control más apropiado en cada caso.
488,4,g,Se ha diseñado el aspecto de la interfaz de usuario (colores y fuentes entre otros) atendiendo a su legibilidad.
488,4,h,Se ha verificado que los mensajes generados por la aplicación son adecuados en extensión y claridad.
488,4,i,Se han realizado pruebas para evaluar la usabilidad y accesibilidad de la aplicación.
488,5,a,Se ha establecido la estructura del informe.
488,5,b,Se han generado informes básicos a partir de diferentes fuentes de datos mediante asistentes.
488,5,c,Se han establecido filtros sobre los valores a presentar en los informes.
488,5,d,"Se han incluido valores calculados, recuentos y totales."
488,5,e,Se han incluido gráficos generados a partir de los datos.
488,5,f,Se han utilizado herramientas para generar el código correspondiente a los informes de una aplicación.
488,5,g,Se ha modificado el código correspondiente a los informes.
488,5,h,Se ha desarrollado una aplicación que incluye informes incrustados.
488,6,a,Se han identificado sistemas de generación de ayudas.
488,6,b,Se han generado ayudas en los formatos habituales.
488,6,c,Se han generado ayudas sensibles al contexto.
488,6,d,Se ha documentado la estructura de la información persistente.
488,6,e,Se ha confeccionado el manual de usuario y la guía de referencia.
488,6,f,"Se han confeccionado los manuales de instalación, configuración y administración."
488,6,g,Se han confeccionado tutoriales.
488,7,a,Se han empaquetado los componentes que requiere la aplicación.
488,7,b,Se ha personalizado el asistente de instalación.
488,7,c,Se han generado paquetes de instalación utilizando el entorno de desarrollo.
488,7,d,Se han generado paquetes de instalación utilizando herramientas externas.
488,7,e,Se han firmado digitalmente las aplicaciones para su distribución.
488,7,f,Se han generado paquetes instalables en modo desatendido.
488,7,g,Se ha preparado el paquete de instalación para que la aplicación pueda ser correctamente desinstalada.
488,7,h,Se ha preparado la aplicación para ser distribuida a través de diferentes canales de distribución.
488,8,a,Se ha establecido una estrategia de pruebas.
488,8,b,Se han realizado pruebas de integración de los distintos elementos.
488,8,c,Se han realizado pruebas de regresión.
488,8,d,Se han realizado pruebas de volumen y estrés.
488,8,e,Se han realizado pruebas de seguridad.
488,8,f,Se han realizado pruebas de uso de recursos por parte de la aplicación.
488,8,g,Se ha documentado la estrategia de pruebas y los resultados obtenidos.
